id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt
68606785,12000,12000,12000,36 months,7.91,375.54,A,A5,HR Director,10+ years,MORTGAGE,71000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68606785,,debt_consolidation,Debt consolidation,376xx,TN,24.86,1,13136.020764230901,13136.02,12000,1136.02,0,0,0,Jun-17,7101.01
68577304,7200,7200,7200,36 months,7.91,225.33,A,A5,Sales Associate,< 1 year,RENT,42500,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68577304,,credit_card,Credit card refinancing,331xx,FL,11.07,5,7662.024293594201,7662.02,7200,462.02,0,0,0,Dec-16,5416.63
68526511,11000,11000,11000,36 months,7.49,342.12,A,A4,,,OWN,33000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68526511,,debt_consolidation,Debt consolidation,199xx,DE,37.56,0,12304.794820066001,12304.79,11000,1304.79,0,0,0,Jan-19,342.03
67378996,11000,11000,11000,60 months,13.99,255.9,C,C4,sales/merchandiser,5 years,MORTGAGE,52000,Not Verified,15-Dec,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67378996,,debt_consolidation,Debt consolidation,925xx,CA,5.7,0,5352.53,5352.53,3016.71,2335.82,0,0,0,Oct-17,255.9
68526473,3500,3500,3500,36 months,9.8,112.61,B,B3,Operation to Cash Analyst,1 year,MORTGAGE,45000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68526473,,car,Car financing,531xx,WI,22.29,1,4066.574469,4066.57,3500,551.57,15,0,0,Jan-19,114.74
68386504,23850,23850,23850,36 months,13.44,808.67,C,C3,System Administrator,3 years,OWN,111000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68386504,,major_purchase,Major purchase,935xx,CA,13.58,0,24546.5,24546.5,23850,696.5,0,0,0,Mar-16,23773.45
68386590,3600,3600,3600,36 months,15.77,126.16,D,D1,Production Supervisor,3 years,RENT,70000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68386590,,other,Other,058xx,VT,14.33,1,4535.03,4535.03,3600,935.03,0,0,0,Feb-19,0.73
68616588,15000,15000,15000,36 months,7.91,469.43,A,A5,Teacher,2 years,RENT,54000,Source Verified,15-Dec,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68616588,,debt_consolidation,Debt consolidation,774xx,TX,19.39,1,16987.32,16987.32,14993.8,1993.52,0,0,0,Mar-19,469.43
68366510,16500,16500,16500,36 months,11.99,547.96,C,C1,Information Specialist 4,10+ years,MORTGAGE,76000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68366510,,credit_card,Credit card refinancing,973xx,OR,2.56,0,18294.75972,18294.76,16500,1794.76,0,0,0,Jan-17,11821.39
67448298,8275,8275,8275,36 months,10.78,270.06,B,B4,,,MORTGAGE,55000,Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67448298,,credit_card,Credit card refinancing,082xx,NJ,38.05,0,9664.383919,9664.38,8275,1389.38,0,0,0,Jul-18,1845.03
68386480,35000,35000,35000,36 months,17.27,1252.56,D,D3,Director of Catering & Events,< 1 year,MORTGAGE,80000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68386480,,home_improvement,Home improvement,806xx,CO,15.77,2,44777.88188587059,44777.88,35000,9777.88,0,0,0,Dec-18,1252.27
68356375,20000,20000,20000,36 months,5.32,602.3,A,A1,Radiology Ancillary Manager ,< 1 year,MORTGAGE,106000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68356375,,debt_consolidation,Debt consolidation,021xx,MA,20.04,0,21599.05312,21599.05,20000,1599.05,0,0,0,Nov-18,737.93
68616414,22800,22800,22800,36 months,5.32,686.62,A,A1,Owner,6 years,MORTGAGE,76000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68616414,,debt_consolidation,Debt consolidation,142xx,NY,21.96,0,24701.3537,24701.35,22800,1901.35,0,0,0,Jan-19,686.5
68577378,10000,10000,10000,36 months,8.49,315.63,B,B1,Accounting Clerk,4 years,OWN,35000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68577378,,credit_card,Credit card refinancing,388xx,MS,33.54,0,11350.850777176001,11350.85,10000,1350.85,0,0,0,Jan-19,315.59
68113036,19000,19000,19000,36 months,10.78,620.06,B,B4,director of working credit,10+ years,MORTGAGE,155000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68113036,,debt_consolidation,Debt consolidation,070xx,NJ,18.42,0,21936.80291,21936.8,19000,2936.8,0,0,0,Jan-18,7512.72
68406779,18000,18000,18000,60 months,8.49,369.22,B,B1,QA Engineer,5 years,MORTGAGE,92000,Not Verified,15-Dec,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68406779,,debt_consolidation,Debt consolidation,970xx,OR,3.48,0,14009.14,14009.14,10502.83,3506.31,0,0,0,Feb-19,369.22
68596496,6000,6000,6000,36 months,16.59,212.7,D,D2,Lead bartender,2 years,RENT,40000,Not Verified,15-Dec,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68596496,,debt_consolidation,Debt consolidation,972xx,OR,10.8,0,4284.75,4284.75,2631.28,1183.5,0,469.97,84.5946,Jul-17,212.7
67055262,35000,35000,35000,36 months,16.59,1240.72,D,D2,Oracle Systems Administrator,10+ years,MORTGAGE,105000,Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67055262,,credit_card,Credit card refinancing,156xx,PA,27.22,0,44107.0927,44107.09,35000,9107.09,0,0,0,Jun-18,8412.73
68536992,6000,6000,6000,36 months,13.99,205.04,C,C4,Sr Finance Project Manager,10+ years,MORTGAGE,210000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68536992,,debt_consolidation,Debt consolidation,773xx,TX,12.55,0,6822.217213,6822.22,6000,822.22,0,0,0,Mar-17,4168.36
68536187,16000,16000,16000,36 months,13.99,546.77,C,C4,PAYABLES,< 1 year,RENT,52000,Source Verified,15-Dec,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68536187,,debt_consolidation,Debt consolidation,070xx,NJ,33.12,0,4889.84,4889.84,3397.51,1492.33,0,0,0,Oct-16,546.77
68052822,5000,5000,5000,36 months,16.59,177.25,D,D2,,,RENT,19000,Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68052822,,debt_consolidation,Debt consolidation,152xx,PA,14.28,0,6334.693501959499,6334.69,5000,1334.69,0,0,0,Dec-18,177.03
68426234,3000,3000,3000,36 months,18.49,109.2,D,D5,case worker,1 year,RENT,54000,Not Verified,15-Dec,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68426234,,house,Home buying,113xx,NY,32.18,1,2305.9,2305.9,1603.25,702.65,0,0,0,Sep-17,120
68596402,20000,20000,20000,36 months,14.85,691.84,C,C5,social worker,10+ years,OWN,120000,Not Verified,15-Dec,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68596402,,other,Other,100xx,NY,33.29,0,15809.48,15809.48,10581.63,3905.76,0,1322.09,13.2209,Oct-17,691.84
68338594,24000,24000,24000,60 months,23.13,678.37,F,F2,Coordinator,6 years,MORTGAGE,43435,Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68338594,,debt_consolidation,,773xx,TX,35.7,0,27488.25125,27488.25,24000,3488.25,0,0,0,Sep-16,417.35
68577316,20000,20000,20000,36 months,7.49,622.04,A,A4,IT Manager,10+ years,MORTGAGE,106000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68577316,,debt_consolidation,Debt consolidation,751xx,TX,27.2,0,22373.998988157004,22374,20000,2374,0,0,0,Feb-19,1.37
68446226,8000,8000,8000,36 months,9.17,255.04,B,B2,QA nurse,< 1 year,RENT,65000,Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68446226,,major_purchase,Major purchase,431xx,OH,22.05,2,9177.66978,9177.67,8000,1177.67,0,0,0,Feb-19,2.35
68446231,5000,5000,5000,36 months,12.88,168.19,C,C2,General Manager,< 1 year,RENT,47000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68446231,,debt_consolidation,Debt consolidation,760xx,TX,38.61,0,5951.508613,5951.51,5000,951.51,0,0,0,Mar-18,1755.7
68426244,20000,20000,20000,36 months,5.32,602.3,A,A1,Train Service Supervisor,10+ years,MORTGAGE,135000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68426244,,debt_consolidation,Debt consolidation,117xx,NY,15.9,0,21666.698020453998,21666.7,20000,1666.7,0,0,0,Dec-18,1203.28
68386572,5000,5000,5000,36 months,13.44,169.54,C,C3,R.N.,6 years,RENT,110000,Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68386572,,debt_consolidation,Debt consolidation,925xx,CA,24.66,0,6093.979717,6093.98,5000,1093.98,0,0,0,Jan-19,169.41
68466410,30425,30425,30425,60 months,19.89,804.22,E,E3,Chief Deputy,9 years,MORTGAGE,69201,Verified,15-Dec,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68466410,,credit_card,Credit card refinancing,539xx,WI,16.67,0,30487.28,30487.28,15700.39,14786.89,0,0,0,Mar-19,804.22
66546659,12000,12000,12000,36 months,10.78,391.62,B,B4,sales,5 years,RENT,29500,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66546659,,debt_consolidation,Debt consolidation,934xx,CA,16.27,0,13383.19264,13383.19,12000,1383.19,0,0,0,Apr-17,7918.48
68606779,19675,19675,19675,60 months,21.48,537.61,E,E5,Software Engineer,< 1 year,MORTGAGE,86000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68606779,,debt_consolidation,Debt consolidation,208xx,MD,8.09,1,26129.146233046402,26129.15,19675,6454.15,0,0,0,Sep-17,15973.26
68436350,24000,24000,24000,36 months,9.8,772.17,B,B3,Chief Operating Officer,3 years,OWN,125000,Not Verified,15-Dec,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68436350,,home_improvement,Home improvement,605xx,IL,2.96,0,16955.07,16955.07,13824.23,3130.84,0,0,0,Nov-17,772.17
68436402,12000,12000,12000,36 months,10.78,391.62,B,B4,Faculty,2 years,MORTGAGE,85000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68436402,,debt_consolidation,Debt consolidation,191xx,PA,24.06,0,12656.28,12656.28,12000,656.28,0,0,0,Aug-16,786.81
68546935,12000,12000,12000,36 months,5.32,361.38,A,A1,Secretary/Tresurer,4 years,OWN,45000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68546935,,debt_consolidation,Debt consolidation,960xx,CA,29.87,0,12413.648130058898,12413.65,12000,413.65,0,0,0,Jan-17,4351.38
68616558,28000,28000,28000,36 months,7.91,876.26,A,A5,Trader,2 years,MORTGAGE,112000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68616558,,credit_card,Credit card refinancing,802xx,CO,11.95,0,30687.31808,30687.32,28000,2687.32,0,0,0,Aug-17,14945.4
68576171,14000,14000,14000,36 months,10.78,456.89,B,B4,Senior Manager,7 years,RENT,105000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68576171,,credit_card,Credit card refinancing,100xx,NY,26.66,0,15279.815234405802,15279.82,14000,1279.82,0,0,0,Dec-16,10731.88
68516426,9975,9975,9975,36 months,23.13,386.81,F,F2,Staff Bookkeeper,9 years,OWN,31200,Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68516426,,other,Other,920xx,CA,21.14,0,13955.745953523001,13955.75,9975,3980.75,0,0,0,Jan-19,386.61
68376649,10000,10000,10000,36 months,5.32,301.15,A,A1,Product Manager,8 years,RENT,72000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68376649,,debt_consolidation,Debt consolidation,972xx,OR,16.42,0,10824.09297,10824.09,10000,824.09,0,0,0,Jan-19,191.23
68616573,3600,3600,3600,36 months,13.99,123.03,C,C4,Care giver ,5 years,MORTGAGE,34000,Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68616573,,credit_card,Credit card refinancing,280xx,NC,29.79,0,4423.085616071699,4423.09,3600,823.09,0,0,0,Jan-19,119.04
68516294,27850,27850,27850,36 months,24.24,1096.15,F,F3,Senior Departmental Technician,10+ years,MORTGAGE,55702,Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68516294,,debt_consolidation,Debt consolidation,488xx,MI,26.18,1,31484.71,31484.71,27850,3634.71,0,0,0,Jul-16,27193.87
68038575,14000,14000,14000,36 months,9.8,450.43,B,B3,Nurse anesthetist ,4 years,MORTGAGE,175000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68038575,,credit_card,Credit card refinancing,700xx,LA,25.43,0,16196.302453453001,16196.3,14000,2196.3,0,0,0,Jan-19,450.31
68525951,12475,12475,12475,36 months,5.32,375.69,A,A1,Certified Nursing Assistant,2 years,OWN,26000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68525951,,credit_card,Credit card refinancing,921xx,CA,28.49,0,13228.648968841999,13228.65,12475,753.65,0,0,0,Jun-17,7226.83
68340478,24000,24000,24000,60 months,13.44,551.5,C,C3,Transportation Manager,1 year,MORTGAGE,96000,Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68340478,,credit_card,,646xx,MO,22.7,0,30785.080591552203,30785.08,24000,6785.08,0,0,0,Aug-18,14284.88
67798862,22400,22400,22400,60 months,14.85,531.14,C,C5,Senior Systems Engineer,3 years,RENT,96000,Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67798862,,debt_consolidation,Debt consolidation,760xx,TX,20.45,1,29290.86571,29290.87,22400,6890.87,0,0,0,Feb-19,524.89
68386707,26000,26000,26000,36 months,6.49,796.76,A,A2,Test Manager,6 years,MORTGAGE,124400,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68386707,,credit_card,Credit card refinancing,360xx,AL,26.03,0,28427.16976,28427.17,26000,2427.17,0,0,0,Mar-18,6626.93
68496752,25000,25000,25000,60 months,13.44,574.48,C,C3,,,OWN,50000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68496752,,home_improvement,Home improvement,358xx,AL,6.39,0,26266.66,26266.66,25000,1266.66,0,0,0,May-16,24589.89
68423901,14000,14000,14000,36 months,9.8,450.43,B,B3,Senior Engineering Project Team Leader,10+ years,MORTGAGE,130000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68423901,,credit_card,Credit card refinancing,605xx,IL,11.99,0,15397.2835,15397.28,14000,1397.28,0,0,0,Apr-17,9110.32
68536998,10000,10000,10000,36 months,6.49,306.45,A,A2,super intendent,8 years,OWN,52600,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68536998,,debt_consolidation,Debt consolidation,116xx,NY,13.16,0,10844.343169903299,10844.34,10000,844.34,0,0,0,Oct-17,4724.35
68596373,18300,18300,18300,60 months,16.59,450.78,D,D2,Executive Administrative Assistant,10+ years,MORTGAGE,118000,Verified,15-Dec,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68596373,,debt_consolidation,Debt consolidation,114xx,NY,21.49,2,17087.47,17087.47,9799.38,7288.09,0,0,0,Feb-19,450.78
68484093,11550,11550,11550,36 months,18.99,423.32,E,E1,,,MORTGAGE,28948.92,Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68484093,,credit_card,Credit card refinancing,993xx,WA,18.41,0,15152.033331363999,15152.03,11550,3602.03,0,0,0,Sep-18,2059.57
68008415,14000,14000,14000,36 months,6.99,432.22,A,A3,Deputy Division Chief,6 years,MORTGAGE,100200,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68008415,,credit_card,Credit card refinancing,241xx,VA,19.34,0,14939.541525443301,14939.54,14000,939.54,0,0,0,Aug-17,2143.17
68506125,9000,9000,9000,36 months,7.91,281.66,A,A5,Dispatcher,10+ years,MORTGAGE,90000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68506125,,credit_card,Credit card refinancing,085xx,NJ,9.28,2,9702.146866,9702.15,9000,702.15,0,0,0,Mar-17,6050.46
68476339,8000,8000,8000,36 months,10.78,261.08,B,B4,Administrative Assistant,3 years,RENT,38000,Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68476339,,debt_consolidation,Debt consolidation,660xx,KS,25.36,0,9411.989754,9411.99,8000,1411.99,0,0,0,Jan-19,260.95
68476287,11000,11000,11000,36 months,7.91,344.25,A,A5,Teacher,2 years,MORTGAGE,60000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68476287,,other,Other,608xx,IL,28.36,0,12355.70924,12355.71,11000,1355.71,0,0,0,Sep-18,1596.04
68547199,11200,11200,11200,36 months,5.32,337.29,A,A1,Quality Manager,2 years,MORTGAGE,82500,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68547199,,credit_card,Credit card refinancing,278xx,NC,14.79,0,11966.482957433702,11966.48,11200,766.48,0,0,0,Apr-18,205.22
68496672,21000,21000,21000,60 months,13.44,482.56,C,C3,RN- Staff Educator,2 years,MORTGAGE,75000,Not Verified,15-Dec,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68496672,,debt_consolidation,Debt consolidation,393xx,MS,21.56,0,7597.94,7597.94,3158.17,2593.35,0,1846.42,332.3556,Jan-17,482.56
68587201,35000,35000,35000,36 months,11.99,1162.34,C,C1,manager,10+ years,RENT,130000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68587201,,debt_consolidation,Debt consolidation,112xx,NY,19.75,0,38854.570008855895,38854.57,35000,3854.57,0,0,0,Feb-17,24964.77
68396350,20000,20000,20000,36 months,13.44,678.13,C,C3,Water Treatment Plant Operator,3 years,MORTGAGE,64000,Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68396350,,credit_card,Credit card refinancing,141xx,NY,23.85,0,23406.310531467003,23406.31,20000,3406.31,0,0,0,Jan-18,1225.38
68566452,24000,24000,24000,36 months,6.49,735.47,A,A2,Planner,10+ years,MORTGAGE,105000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68566452,,debt_consolidation,Debt consolidation,902xx,CA,17.15,0,26388.441142276002,26388.44,24000,2388.44,0,0,0,Jul-18,5081.44
68426253,19800,19800,19800,36 months,11.99,657.55,C,C1,Manager,3 years,RENT,45000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68426253,,debt_consolidation,Debt consolidation,322xx,FL,23.47,0,23063.929919997998,23063.93,19800,3263.93,0,0,0,Nov-17,9288.35
68536503,30000,30000,30000,36 months,12.88,1009.09,C,C2,machine operator leadman,9 years,RENT,84000,Not Verified,15-Dec,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68536503,,debt_consolidation,Debt consolidation,783xx,TX,24.39,1,21280.44,21280.44,14266.95,4902.54,0,2110.95,379.971,Sep-17,1059.54
68547089,28000,28000,28000,36 months,5.32,843.22,A,A1,Senior Engineer,3 years,MORTGAGE,205200,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68547089,,credit_card,Credit card refinancing,301xx,GA,21.6,0,30228.369064656203,30228.37,28000,2228.37,0,0,0,Oct-18,867.94
68396571,13475,13475,13475,60 months,16.59,331.93,D,D2,Professor ,6 years,MORTGAGE,62000,Verified,15-Dec,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68396571,,debt_consolidation,Debt consolidation,495xx,MI,30.41,0,12582.29,12582.29,7214.5,5367.79,0,0,0,Feb-19,331.93
67809049,27300,27300,27300,60 months,17.97,692.8,D,D4,Director,4 years,MORTGAGE,65000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67809049,,debt_consolidation,Debt consolidation,871xx,NM,17.02,1,33366.09113,33366.09,27300,6066.09,0,0,0,Apr-17,23222.79
68506307,10000,10000,10000,60 months,13.99,232.64,C,C4,Accounting Supervisor,9 years,RENT,62000,Not Verified,15-Dec,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68506307,,credit_card,Credit card refinancing,336xx,FL,29.06,0,8820.89,8820.89,5509.12,3311.77,0,0,0,Feb-19,232.64
68546903,24000,24000,24000,60 months,12.88,544.61,C,C2,Technical analyst ,10+ years,RENT,73000,Not Verified,15-Dec,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68546903,,credit_card,Credit card refinancing,604xx,IL,19.76,2,13967.29,13967.29,7079.45,4987.84,0,1900,342,Nov-17,544.61
68395243,1450,1450,1450,36 months,9.17,46.23,B,B2,Team Lead,2 years,MORTGAGE,35000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68395243,,home_improvement,Home improvement,246xx,VA,18.59,0,1662.199868,1662.2,1450,212.2,0,0,0,Jan-19,46
68526248,4000,4000,4000,36 months,9.8,128.7,B,B3,English Teacher ,2 years,MORTGAGE,47500,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68526248,,debt_consolidation,Debt consolidation,124xx,NY,5.79,0,4568.604577,4568.6,4000,568.6,0,0,0,Feb-18,1485.24
68356556,1000,1000,1000,36 months,11.48,32.97,B,B5,Production Control,10+ years,RENT,86000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68356556,,major_purchase,Major purchase,875xx,NM,20.64,0,1130.3603255983999,1130.36,1000,130.36,0,0,0,Jun-17,604.43
68444192,24950,24950,24950,36 months,10.78,814.24,B,B4,Manager,5 years,MORTGAGE,65000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68444192,,major_purchase,Major purchase,333xx,FL,15.95,0,29221.30555,29221.31,24950,4271.31,0,0,0,Sep-18,4017.23
68406843,25000,25000,25000,36 months,5.32,752.87,A,A1,Region Vice President ,10+ years,MORTGAGE,300000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68406843,,home_improvement,Home improvement,333xx,FL,9.14,0,27048.995739371498,27049,25000,2049,0,0,0,Jun-18,5934.55
68536929,6000,6000,6000,36 months,7.91,187.77,A,A5,Sr Director Engineering,10+ years,MORTGAGE,250000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68536929,,other,Other,982xx,WA,16.17,1,6114.010000326701,6114.01,6000,114.01,0,0,0,Apr-16,5745.06
68587215,21000,21000,21000,36 months,9.17,669.46,B,B2,IT Security Engineer,< 1 year,MORTGAGE,110000,Not Verified,15-Dec,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68587215,,debt_consolidation,Debt consolidation,300xx,GA,22.5,1,16475.13,16475.13,12745.41,2625.42,0,1104.3,198.774,Dec-17,669.46
68426240,2950,2950,2950,36 months,11.99,97.97,C,C1,,,MORTGAGE,22000,Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68426240,,debt_consolidation,Debt consolidation,484xx,MI,16.58,0,3524.8799140840997,3524.88,2950,574.88,0,0,0,Jan-19,97.9
68365533,33100,33100,33100,60 months,24.24,956.84,F,F3,Registered Nurse,10+ years,MORTGAGE,72000,Source Verified,15-Dec,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68365533,,debt_consolidation,Debt consolidation,359xx,AL,23.77,0,31886.58,31886.58,13336.7,18502.04,47.84,0,0,Mar-19,50
68446203,6000,6000,6000,36 months,17.27,214.73,D,D3,System Engineer,10+ years,MORTGAGE,120000,Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68446203,,debt_consolidation,Debt consolidation,801xx,CO,23.03,0,7689.6836019703005,7689.68,6000,1689.68,0,0,0,Dec-18,214.43
68341583,14400,14400,14400,60 months,19.89,380.64,E,E3,Senior Loan Officer,5 years,RENT,96200,Source Verified,15-Dec,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68341583,,debt_consolidation,,330xx,FL,6.47,0,14424.54,14424.54,7431.27,6993.27,0,0,0,Feb-19,380.64
68396534,10500,10500,10500,60 months,17.97,266.46,D,D4,Detention Officer,1 year,RENT,28832,Verified,15-Dec,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68396534,,debt_consolidation,Debt consolidation,294xx,SC,23.62,1,6062.02,6062.02,2237.41,2574.61,0,1250,225,Jul-17,308.41
68386468,12000,12000,12000,36 months,11.99,398.52,C,C1,Rsa,5 years,OWN,35000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68386468,,debt_consolidation,Debt consolidation,178xx,PA,20.82,0,14326.499057048999,14326.5,12000,2326.5,0,0,0,Jan-19,398.28
68596499,20000,20000,20000,36 months,6.99,617.46,A,A3,MANAGING PARTNER,10+ years,MORTGAGE,120000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68596499,,credit_card,Credit card refinancing,606xx,IL,16.8,0,22239.82882,22239.83,20000,2239.83,0,0,0,Jan-19,617.09
68182241,10000,10000,10000,36 months,19.48,369,E,E2,driver,1 year,MORTGAGE,150000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68182241,,other,Other,881xx,NM,14.89,1,13042.150912133799,13042.15,10000,3042.15,0,0,0,Apr-18,3475.21
65916558,35000,35000,35000,60 months,19.48,917.19,E,E2,System Administrator,< 1 year,MORTGAGE,110000,Verified,15-Dec,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=65916558,,debt_consolidation,Debt consolidation,207xx,MD,22.32,0,35042.61,35042.61,18144.38,16898.23,0,0,0,Mar-19,917.19
